nome,codigo,disciplina,nota,situacao
Nicolas Lucas,QVGO0107,Prototipagem em Papel,9.50,APROVADO POR MÉDIA
Nicolas Lucas,LERH6635,Design de Produto,7.50,APROVADO POR MÉDIA
Nicolas Lucas,MAEY1044,Design Computacional,8.75,APROVADO POR MÉDIA
Nicolas Lucas,SATJ7970,Design de Narrativa Espacial,9.50,APROVADO POR MÉDIA
Nicolas Lucas,TPYC6338,Design Thinking,7.85,APROVADO POR MÉDIA
Nicolas Lucas,IENT5068,Design Experimental,9.40,APROVADO POR MÉDIA
Nicolas Lucas,KZBU0327,Design de Interacao Corporal,10.00,APROVADO POR MÉDIA
Nicolas Lucas,XERB6119,Gestao de Marcas,8.13,APROVADO POR MÉDIA
Nicolas Lucas,AOXV5438,Design de Espacos Virtuais,9.50,APROVADO POR MÉDIA
Nicolas Lucas,RRME1020,Design Parametrico,9.02,APROVADO POR MÉDIA
Nicolas Lucas,BMDH7993,Design de Apresentacoes,9.00,APROVADO POR MÉDIA
Nicolas Lucas,LLKP8902,Design Digital,10.00,APROVADO POR MÉDIA
Nicolas Lucas,DZNQ4989,Design Cenico,9.25,APROVADO POR MÉDIA
Nicolas Lucas,MXMO8868,Cultura Visual,8.50,APROVADO POR MÉDIA
Nicolas Lucas,DQUN5124,Comunicacao Visual,9.00,APROVADO POR MÉDIA
Nicolas Lucas,UXMU2899,Interacao Tangivel,10.00,APROVADO POR MÉDIA
Nicolas Lucas,LSHL3127,Design de Redes Sociais,9.31,APROVADO POR MÉDIA
Nicolas Lucas,TRQX5862,Etica em Design,8.75,APROVADO POR MÉDIA
Nicolas Lucas,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Nicolas Lucas,TOZF3011,SemiÃ³tica,10.00,APROVADO POR MÉDIA
Nicolas Lucas,RVMF0745,Design Biomimetico,10.00,APROVADO POR MÉDIA
Nicolas Lucas,TWIP0018,Teoria da Cor,8.00,APROVADO POR MÉDIA
Nicolas Lucas,RMDE3651,Teoria do Design,9.65,APROVADO POR MÉDIA
Nicolas Lucas,VMGY1151,Design de Interacao Tangivel,7.00,APROVADO POR MÉDIA
Nicolas Lucas,XYOT5349,Tecnicas de Iluminacao,10.00,APROVADO POR MÉDIA
Nicolas Lucas,,INTEGRALIZADO,,
Nicolas Lucas,,FORMADO,,
Beatriz Eduarda,OCRQ3517,Storytelling Visual,7.75,APROVADO POR MÉDIA
Beatriz Eduarda,RJGL2456,Design Colaborativo,2.35,REPROVADO
Beatriz Eduarda,QBWW6998,Computacao Grafica,7.00,APROVADO POR MÉDIA
Beatriz Eduarda,UFMQ0127,Design para Longevidade,8.00,APROVADO POR MÉDIA
Beatriz Eduarda,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Beatriz Eduarda,BKII1063,Design de Visualizacao de Informacoes,8.10,APROVADO
Beatriz Eduarda,RJYZ5864,Identidade Visual,8.25,APROVADO POR MÉDIA
Beatriz Eduarda,RJGL2456,Design Colaborativo,5.03,APROVADO
Beatriz Eduarda,JGDZ1333,Gamificacao,7.25,APROVADO POR MÉDIA
Beatriz Eduarda,NRYN3294,Design de Interfaces Neuromorficas,4.43,REPROVADO
Beatriz Eduarda,NRCI1107,Design de Experiencia em Museus,5.25,APROVADO
Beatriz Eduarda,MXMO8868,Cultura Visual,7.80,APROVADO POR MÉDIA
Beatriz Eduarda,BLDG0260,Design de Joias,7.40,APROVADO POR MÉDIA
Beatriz Eduarda,AAZN5771,Ergonomia,7.63,APROVADO POR MÉDIA
Beatriz Eduarda,DOMK5241,Design de Aprendizado,6.00,APROVADO
Beatriz Eduarda,ZULH9584,Projeto Integrado,7.18,APROVADO
Beatriz Eduarda,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.55,APROVADO POR MÉDIA
Beatriz Eduarda,NRYN3294,Design de Interfaces Neuromorficas,7.50,APROVADO POR MÉDIA
Beatriz Eduarda,VOQA5582,Tipografia,5.00,APROVADO
Beatriz Eduarda,KAWV5083,Branding,7.00,APROVADO POR MÉDIA
Beatriz Eduarda,COOQ5695,Design de Interacao em Tempo Real,10.00,APROVADO POR MÉDIA
Beatriz Eduarda,JJNT2088,Manipulacao de Imagem,7.40,APROVADO POR MÉDIA
Beatriz Eduarda,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),9.25,APROVADO POR MÉDIA
Beatriz Eduarda,TSYB3211,Impressao 3D,7.00,APROVADO POR MÉDIA
Beatriz Eduarda,FZLO1427,Marketing de Produto,8.50,APROVADO POR MÉDIA
Beatriz Eduarda,LERH6635,Design de Produto,7.75,APROVADO POR MÉDIA
Beatriz Eduarda,AOXV5438,Design de Espacos Virtuais,8.30,APROVADO POR MÉDIA
Beatriz Eduarda,VFBH8799,Design Cibernetico,7.75,APROVADO POR MÉDIA
Beatriz Eduarda,RVMF0745,Design Biomimetico,9.50,APROVADO POR MÉDIA
Beatriz Eduarda,JVFQ7338,Design de Interacao Cultural,7.50,APROVADO POR MÉDIA
Beatriz Eduarda,QVGO0107,Prototipagem em Papel,9.15,APROVADO POR MÉDIA
Beatriz Eduarda,XERB6119,Gestao de Marcas,6.90,APROVADO
Beatriz Eduarda,TRQX5862,Etica em Design,8.25,APROVADO POR MÉDIA
Beatriz Eduarda,NGVU3526,Ecodesign,7.00,APROVADO POR MÉDIA
Beatriz Eduarda,MAEY1044,Design Computacional,7.30,APROVADO POR MÉDIA
Beatriz Eduarda,SATJ7970,Design de Narrativa Espacial,9.00,APROVADO POR MÉDIA
Beatriz Eduarda,LLKP8902,Design Digital,8.20,APROVADO POR MÉDIA
Beatriz Eduarda,IENT5068,Design Experimental,9.00,APROVADO POR MÉDIA
Beatriz Eduarda,DZNQ4989,Design Cenico,7.50,APROVADO POR MÉDIA
Beatriz Eduarda,KZBU0327,Design de Interacao Corporal,9.25,APROVADO POR MÉDIA
Beatriz Eduarda,UXMU2899,Interacao Tangivel,7.00,APROVADO POR MÉDIA
Beatriz Eduarda,RRME1020,Design Parametrico,9.00,APROVADO POR MÉDIA
Beatriz Eduarda,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Beatriz Eduarda,BMDH7993,Design de Apresentacoes,8.00,APROVADO POR MÉDIA
Beatriz Eduarda,TPYC6338,Design Thinking,6.00,APROVADO
Beatriz Eduarda,RMDE3651,Teoria do Design,8.00,APROVADO POR MÉDIA
Beatriz Eduarda,DQUN5124,Comunicacao Visual,7.00,APROVADO POR MÉDIA
Beatriz Eduarda,LSHL3127,Design de Redes Sociais,8.38,APROVADO POR MÉDIA
Beatriz Eduarda,TOZF3011,SemiÃ³tica,7.00,APROVADO POR MÉDIA
Beatriz Eduarda,TWIP0018,Teoria da Cor,7.75,APROVADO POR MÉDIA
Beatriz Eduarda,VMGY1151,Design de Interacao Tangivel,6.75,APROVADO
Beatriz Eduarda,XYOT5349,Tecnicas de Iluminacao,9.50,APROVADO POR MÉDIA
Beatriz Eduarda,,INTEGRALIZADO,,
Beatriz Eduarda,,FORMADO,,
Joao Luan,OCRQ3517,Storytelling Visual,8.75,APROVADO POR MÉDIA
Joao Luan,RJGL2456,Design Colaborativo,7.45,APROVADO POR MÉDIA
Joao Luan,QBWW6998,Computacao Grafica,9.00,APROVADO POR MÉDIA
Joao Luan,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
Joao Luan,MKUB0718,Design de Mobiliario,8.70,APROVADO POR MÉDIA
Joao Luan,BKII1063,Design de Visualizacao de Informacoes,6.69,APROVADO
Joao Luan,RJYZ5864,Identidade Visual,8.25,APROVADO POR MÉDIA
Joao Luan,DOMK5241,Design de Aprendizado,5.33,APROVADO
Joao Luan,ZULH9584,Projeto Integrado,5.15,APROVADO
Joao Luan,WPUV3332,Design de Tecnologia Vestivel (Wearable),9.00,APROVADO POR MÉDIA
Joao Luan,NRYN3294,Design de Interfaces Neuromorficas,9.00,APROVADO POR MÉDIA
Joao Luan,NRCI1107,Design de Experiencia em Museus,9.04,APROVADO POR MÉDIA
Joao Luan,AAZN5771,Ergonomia,5.48,APROVADO
Joao Luan,JGDZ1333,Gamificacao,9.00,APROVADO POR MÉDIA
Joao Luan,VOQA5582,Tipografia,8.25,APROVADO POR MÉDIA
Joao Luan,FZLO1427,Marketing de Produto,9.65,APROVADO POR MÉDIA
Joao Luan,KAWV5083,Branding,8.00,APROVADO POR MÉDIA
Joao Luan,JJNT2088,Manipulacao de Imagem,8.95,APROVADO POR MÉDIA
Joao Luan,UFMQ0127,Design para Longevidade,9.98,APROVADO POR MÉDIA
Joao Luan,TPYC6338,Design Thinking,8.00,APROVADO POR MÉDIA
Joao Luan,TSYB3211,Impressao 3D,9.00,APROVADO POR MÉDIA
Joao Luan,BLDG0260,Design de Joias,9.69,APROVADO POR MÉDIA
Joao Luan,LERH6635,Design de Produto,8.75,APROVADO POR MÉDIA
Joao Luan,NGVU3526,Ecodesign,9.65,APROVADO POR MÉDIA
Joao Luan,COOQ5695,Design de Interacao em Tempo Real,9.00,APROVADO POR MÉDIA
Joao Luan,VFBH8799,Design Cibernetico,8.75,APROVADO POR MÉDIA
Joao Luan,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.00,APROVADO POR MÉDIA
Joao Luan,JVFQ7338,Design de Interacao Cultural,8.25,APROVADO POR MÉDIA
Joao Luan,QVGO0107,Prototipagem em Papel,7.50,APROVADO POR MÉDIA
Joao Luan,MAEY1044,Design Computacional,10.00,APROVADO POR MÉDIA
Joao Luan,SATJ7970,Design de Narrativa Espacial,7.50,APROVADO POR MÉDIA
Joao Luan,LLKP8902,Design Digital,7.75,APROVADO POR MÉDIA
Joao Luan,IENT5068,Design Experimental,9.00,APROVADO POR MÉDIA
Joao Luan,KZBU0327,Design de Interacao Corporal,9.00,APROVADO POR MÉDIA
Joao Luan,AOXV5438,Design de Espacos Virtuais,9.50,APROVADO POR MÉDIA
Joao Luan,RRME1020,Design Parametrico,8.00,APROVADO POR MÉDIA
Joao Luan,RVMF0745,Design Biomimetico,,RENOVAÇÃO DE ESTÁGIO
Joao Luan,DZNQ4989,Design Cenico,9.50,APROVADO POR MÉDIA
Joao Luan,MXMO8868,Cultura Visual,8.50,APROVADO POR MÉDIA
Joao Luan,XERB6119,Gestao de Marcas,9.50,APROVADO POR MÉDIA
Joao Luan,UXMU2899,Interacao Tangivel,9.00,APROVADO POR MÉDIA
Joao Luan,TRQX5862,Etica em Design,9.00,APROVADO POR MÉDIA
Joao Luan,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Joao Luan,BMDH7993,Design de Apresentacoes,8.50,APROVADO POR MÉDIA
Joao Luan,RVMF0745,Design Biomimetico,8.00,APROVADO POR MÉDIA
Joao Luan,TWIP0018,Teoria da Cor,7.00,APROVADO
Joao Luan,RMDE3651,Teoria do Design,10.00,APROVADO POR MÉDIA
Joao Luan,DQUN5124,Comunicacao Visual,10.00,APROVADO POR MÉDIA
Joao Luan,LSHL3127,Design de Redes Sociais,9.10,APROVADO POR MÉDIA
Joao Luan,TOZF3011,SemiÃ³tica,10.00,APROVADO POR MÉDIA
Joao Luan,VMGY1151,Design de Interacao Tangivel,8.50,APROVADO POR MÉDIA
Joao Luan,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
Joao Luan,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
Felipe Eloah,OCRQ3517,Storytelling Visual,1.63,REPROVADO
Felipe Eloah,RJGL2456,Design Colaborativo,1.85,REPROVADO
Felipe Eloah,QBWW6998,Computacao Grafica,7.00,APROVADO POR MÉDIA
Felipe Eloah,UFMQ0127,Design para Longevidade,2.00,REPROVADO
Felipe Eloah,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Felipe Eloah,BKII1063,Design de Visualizacao de Informacoes,2.75,REPROVADO
Felipe Eloah,RJYZ5864,Identidade Visual,8.00,APROVADO POR MÉDIA
Caroline Catarina,OCRQ3517,Storytelling Visual,6.13,APROVADO
Caroline Catarina,RJGL2456,Design Colaborativo,5.88,APROVADO
Caroline Catarina,QBWW6998,Computacao Grafica,7.50,APROVADO POR MÉDIA
Caroline Catarina,UFMQ0127,Design para Longevidade,7.00,APROVADO POR MÉDIA
Caroline Catarina,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Caroline Catarina,BKII1063,Design de Visualizacao de Informacoes,10.00,APROVADO POR MÉDIA
Caroline Catarina,RJYZ5864,Identidade Visual,6.05,APROVADO
Caroline Catarina,DOMK5241,Design de Aprendizado,2.0,REPROVADO
Caroline Catarina,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Caroline Catarina,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.50,APROVADO POR MÉDIA
Caroline Catarina,NRYN3294,Design de Interfaces Neuromorficas,6.75,APROVADO
Caroline Catarina,NRCI1107,Design de Experiencia em Museus,7.00,APROVADO POR MÉDIA
Caroline Catarina,AAZN5771,Ergonomia,8.65,APROVADO POR MÉDIA
Caroline Catarina,DOMK5241,Design de Aprendizado,7.00,APROVADO POR MÉDIA
Caroline Catarina,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
Caroline Catarina,ZULH9584,Projeto Integrado,5.00,APROVADO
Caroline Catarina,JGDZ1333,Gamificacao,7.75,APROVADO POR MÉDIA
Caroline Catarina,TSYB3211,Impressao 3D,7.60,APROVADO POR MÉDIA
Caroline Catarina,BLDG0260,Design de Joias,7.00,APROVADO POR MÉDIA
Caroline Catarina,KAWV5083,Branding,8.25,APROVADO POR MÉDIA
Caroline Catarina,NGVU3526,Ecodesign,6.38,APROVADO
Caroline Catarina,COOQ5695,Design de Interacao em Tempo Real,6.55,APROVADO
Caroline Catarina,VFBH8799,Design Cibernetico,7.00,APROVADO POR MÉDIA
Caroline Catarina,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
Caroline Catarina,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),6.00,APROVADO
Caroline Catarina,JVFQ7338,Design de Interacao Cultural,6.13,APROVADO
Caroline Catarina,VOQA5582,Tipografia,,REPROVADO POR FALTA
Caroline Catarina,QVGO0107,Prototipagem em Papel,9.50,APROVADO POR MÉDIA
Caroline Catarina,FZLO1427,Marketing de Produto,,REPROVADO POR FALTA
Caroline Catarina,LERH6635,Design de Produto,3.94,REPROVADO
Caroline Catarina,MAEY1044,Design Computacional,7.25,APROVADO POR MÉDIA
Caroline Catarina,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
Caroline Catarina,SATJ7970,Design de Narrativa Espacial,1.8,REPROVADO
Caroline Catarina,TPYC6338,Design Thinking,7.00,APROVADO POR MÉDIA
Caroline Catarina,FZLO1427,Marketing de Produto,5.50,APROVADO
Caroline Catarina,KZBU0327,Design de Interacao Corporal,5.40,APROVADO
Caroline Catarina,LERH6635,Design de Produto,8.00,APROVADO POR MÉDIA
Caroline Catarina,RRME1020,Design Parametrico,5.20,APROVADO
Caroline Catarina,SATJ7970,Design de Narrativa Espacial,8.80,APROVADO POR MÉDIA
Caroline Catarina,RVMF0745,Design Biomimetico,,REPROVADO POR FALTA
Caroline Catarina,LLKP8902,Design Digital,8.70,APROVADO POR MÉDIA
Caroline Catarina,MXMO8868,Cultura Visual,5.70,APROVADO
Caroline Catarina,XERB6119,Gestao de Marcas,4.22,REPROVADO
Caroline Catarina,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Caroline Catarina,UXMU2899,Interacao Tangivel,8.00,APROVADO POR MÉDIA
Caroline Catarina,TRQX5862,Etica em Design,7.25,APROVADO POR MÉDIA
Caroline Catarina,JJNT2088,Manipulacao de Imagem,5.35,APROVADO
Caroline Catarina,BMDH7993,Design de Apresentacoes,,REPROVADO POR FALTA
Caroline Catarina,RVMF0745,Design Biomimetico,8.50,APROVADO POR MÉDIA
Caroline Catarina,VOQA5582,Tipografia,,REPROVADO POR FALTA
Caroline Catarina,XERB6119,Gestao de Marcas,5.00,APROVADO
Caroline Catarina,AOXV5438,Design de Espacos Virtuais,,REPROVADO POR FALTA
Caroline Catarina,BMDH7993,Design de Apresentacoes,9.00,APROVADO POR MÉDIA
Caroline Catarina,VOQA5582,Tipografia,5.38,APROVADO
Caroline Catarina,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Caroline Catarina,AOXV5438,Design de Espacos Virtuais,5.30,APROVADO
Caroline Catarina,TOZF3011,SemiÃ³tica,6.70,APROVADO
Caroline Catarina,TWIP0018,Teoria da Cor,,REPROVADO POR FALTA
Caroline Catarina,IENT5068,Design Experimental,8.65,APROVADO POR MÉDIA
Caroline Catarina,VMGY1151,Design de Interacao Tangivel,10.00,APROVADO POR MÉDIA
Caroline Catarina,TWIP0018,Teoria da Cor,,REPROVADO POR FALTA
Caroline Catarina,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Caroline Catarina,DQUN5124,Comunicacao Visual,8.00,APROVADO POR MÉDIA
Caroline Catarina,LSHL3127,Design de Redes Sociais,4.45,REPROVADO
Caroline Catarina,TWIP0018,Teoria da Cor,7.00,APROVADO POR MÉDIA
Caroline Catarina,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Caroline Catarina,DZNQ4989,Design Cenico,,REPROVADO POR FALTA
Caroline Catarina,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Caroline Catarina,DZNQ4989,Design Cenico,,REPROVADO POR FALTA
Caroline Catarina,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Caroline Catarina,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Caroline Catarina,DZNQ4989,Design Cenico,,REPROVADO POR FALTA
Caroline Catarina,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Caroline Catarina,HQDD9963,Design Sonoro,5.75,APROVADO
Caroline Catarina,OJNV9272,Fotografia,,REPROVADO POR FALTA
Caroline Catarina,PBCQ5148,Design de Impressao e Publicacao,,REPROVADO POR FALTA
Caroline Catarina,MDQZ6072,Design de Jogos,,REPROVADO POR FALTA
Caroline Catarina,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Caroline Catarina,OCRQ3517,Storytelling Visual,7.50,APROVADO POR MÉDIA
Caroline Catarina,RJGL2456,Design Colaborativo,8.60,APROVADO POR MÉDIA
Caroline Catarina,BKII1063,Design de Visualizacao de Informacoes,6.05,APROVADO
Caroline Catarina,RJYZ5864,Identidade Visual,9.00,APROVADO POR MÉDIA
Caroline Catarina,QBWW6998,Computacao Grafica,8.00,APROVADO POR MÉDIA
Caroline Catarina,UFMQ0127,Design para Longevidade,9.65,APROVADO POR MÉDIA
Caroline Catarina,MKUB0718,Design de Mobiliario,10.00,APROVADO POR MÉDIA
Caroline Catarina,JGDZ1333,Gamificacao,9.75,APROVADO POR MÉDIA
Caroline Catarina,KAWV5083,Branding,8.25,APROVADO POR MÉDIA
Caroline Catarina,DOMK5241,Design de Aprendizado,7.47,APROVADO POR MÉDIA
Caroline Catarina,ZULH9584,Projeto Integrado,7.10,APROVADO POR MÉDIA
Caroline Catarina,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.55,APROVADO POR MÉDIA
Caroline Catarina,NRYN3294,Design de Interfaces Neuromorficas,9.50,APROVADO POR MÉDIA
Caroline Catarina,NRCI1107,Design de Experiencia em Museus,8.65,APROVADO POR MÉDIA
Caroline Catarina,AAZN5771,Ergonomia,8.25,APROVADO POR MÉDIA
Caroline Catarina,JJNT2088,Manipulacao de Imagem,8.38,APROVADO POR MÉDIA
Caroline Catarina,TSYB3211,Impressao 3D,8.25,APROVADO POR MÉDIA
Caroline Catarina,VOQA5582,Tipografia,8.30,APROVADO POR MÉDIA
Caroline Catarina,BLDG0260,Design de Joias,8.75,APROVADO POR MÉDIA
Caroline Catarina,FZLO1427,Marketing de Produto,9.60,APROVADO POR MÉDIA
Caroline Catarina,AOXV5438,Design de Espacos Virtuais,10.00,APROVADO POR MÉDIA
Caroline Catarina,NGVU3526,Ecodesign,9.20,APROVADO POR MÉDIA
Caroline Catarina,COOQ5695,Design de Interacao em Tempo Real,8.00,APROVADO POR MÉDIA
Caroline Catarina,VFBH8799,Design Cibernetico,8.75,APROVADO POR MÉDIA
Caroline Catarina,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.00,APROVADO POR MÉDIA
Caroline Catarina,JVFQ7338,Design de Interacao Cultural,7.00,APROVADO POR MÉDIA
Caroline Catarina,QVGO0107,Prototipagem em Papel,7.50,APROVADO POR MÉDIA
Caroline Catarina,LERH6635,Design de Produto,8.35,APROVADO POR MÉDIA
Caroline Catarina,MAEY1044,Design Computacional,8.20,APROVADO POR MÉDIA
Caroline Catarina,SATJ7970,Design de Narrativa Espacial,9.75,APROVADO POR MÉDIA
Caroline Catarina,TPYC6338,Design Thinking,9.50,APROVADO POR MÉDIA
Caroline Catarina,IENT5068,Design Experimental,7.00,APROVADO POR MÉDIA
Caroline Catarina,KZBU0327,Design de Interacao Corporal,8.25,APROVADO POR MÉDIA
Caroline Catarina,RRME1020,Design Parametrico,7.07,APROVADO
Caroline Catarina,JJLP9232,Design de Realidade Simulada,9.50,APROVADO POR MÉDIA
Caroline Catarina,DZNQ4989,Design Cenico,9.00,APROVADO POR MÉDIA
Caroline Catarina,MXMO8868,Cultura Visual,8.50,APROVADO POR MÉDIA
Caroline Catarina,XERB6119,Gestao de Marcas,7.40,APROVADO POR MÉDIA
Caroline Catarina,UXMU2899,Interacao Tangivel,9.00,APROVADO POR MÉDIA
Caroline Catarina,TRQX5862,Etica em Design,9.50,APROVADO POR MÉDIA
Caroline Catarina,BMDH7993,Design de Apresentacoes,8.50,APROVADO POR MÉDIA
Caroline Catarina,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Caroline Catarina,TWIP0018,Teoria da Cor,8.50,APROVADO POR MÉDIA
Caroline Catarina,RMDE3651,Teoria do Design,9.13,APROVADO POR MÉDIA
Caroline Catarina,DQUN5124,Comunicacao Visual,10.00,APROVADO POR MÉDIA
Caroline Catarina,LSHL3127,Design de Redes Sociais,8.97,APROVADO POR MÉDIA
Caroline Catarina,TOZF3011,SemiÃ³tica,,CURSANDO
Caroline Catarina,RVMF0745,Design Biomimetico,,CURSANDO
Caroline Catarina,VMGY1151,Design de Interacao Tangivel,,CURSANDO
Caroline Catarina,XYOT5349,Tecnicas de Iluminacao,,CURSANDO
Leticia Bianca,OCRQ3517,Storytelling Visual,7.15,APROVADO POR MÉDIA
Leticia Bianca,RJGL2456,Design Colaborativo,5.50,APROVADO
Leticia Bianca,QBWW6998,Computacao Grafica,8.25,APROVADO POR MÉDIA
Leticia Bianca,UFMQ0127,Design para Longevidade,5.00,APROVADO
Leticia Bianca,MKUB0718,Design de Mobiliario,9.50,APROVADO POR MÉDIA
Leticia Bianca,BKII1063,Design de Visualizacao de Informacoes,3.5,REPROVADO
Leticia Bianca,RJYZ5864,Identidade Visual,8.25,APROVADO POR MÉDIA
Leticia Bianca,DOMK5241,Design de Aprendizado,6.25,APROVADO
Leticia Bianca,ZULH9584,Projeto Integrado,2.75,REPROVADO
Leticia Bianca,WPUV3332,Design de Tecnologia Vestivel (Wearable),9.25,APROVADO POR MÉDIA
Leticia Bianca,TPYC6338,Design Thinking,7.44,APROVADO
Leticia Bianca,BKII1063,Design de Visualizacao de Informacoes,9.00,APROVADO POR MÉDIA
Leticia Bianca,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
Leticia Bianca,ZULH9584,Projeto Integrado,7.25,APROVADO POR MÉDIA
Leticia Bianca,JGDZ1333,Gamificacao,7.00,APROVADO POR MÉDIA
Leticia Bianca,NRYN3294,Design de Interfaces Neuromorficas,5.55,APROVADO
Leticia Bianca,NRCI1107,Design de Experiencia em Museus,6.25,APROVADO
Leticia Bianca,MXMO8868,Cultura Visual,7.75,APROVADO POR MÉDIA
Leticia Bianca,BLDG0260,Design de Joias,8.02,APROVADO POR MÉDIA
Leticia Bianca,AAZN5771,Ergonomia,7.21,APROVADO POR MÉDIA
Leticia Bianca,KAWV5083,Branding,8.55,APROVADO POR MÉDIA
Leticia Bianca,COOQ5695,Design de Interacao em Tempo Real,8.75,APROVADO POR MÉDIA
Leticia Bianca,JJNT2088,Manipulacao de Imagem,8.50,APROVADO POR MÉDIA
Leticia Bianca,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.00,APROVADO POR MÉDIA
Leticia Bianca,TSYB3211,Impressao 3D,8.25,APROVADO POR MÉDIA
Leticia Bianca,VOQA5582,Tipografia,8.00,APROVADO POR MÉDIA
Leticia Bianca,FZLO1427,Marketing de Produto,7.85,APROVADO POR MÉDIA
Leticia Bianca,LERH6635,Design de Produto,8.00,APROVADO POR MÉDIA
Leticia Bianca,AOXV5438,Design de Espacos Virtuais,9.10,APROVADO POR MÉDIA
Leticia Bianca,NGVU3526,Ecodesign,8.70,APROVADO POR MÉDIA
Leticia Bianca,VFBH8799,Design Cibernetico,9.65,APROVADO POR MÉDIA
Leticia Bianca,BMDH7993,Design de Apresentacoes,8.00,APROVADO POR MÉDIA
Leticia Bianca,JVFQ7338,Design de Interacao Cultural,8.00,APROVADO POR MÉDIA
Leticia Bianca,IENT5068,Design Experimental,8.75,APROVADO POR MÉDIA
Leticia Bianca,QVGO0107,Prototipagem em Papel,10.00,APROVADO POR MÉDIA
Leticia Bianca,RRME1020,Design Parametrico,7.10,APROVADO POR MÉDIA
Leticia Bianca,MAEY1044,Design Computacional,9.15,APROVADO POR MÉDIA
Leticia Bianca,SATJ7970,Design de Narrativa Espacial,9.00,APROVADO POR MÉDIA
Leticia Bianca,LLKP8902,Design Digital,7.00,APROVADO POR MÉDIA
Leticia Bianca,DZNQ4989,Design Cenico,8.75,APROVADO POR MÉDIA
Leticia Bianca,KZBU0327,Design de Interacao Corporal,9.50,APROVADO POR MÉDIA
Leticia Bianca,XERB6119,Gestao de Marcas,10.00,APROVADO POR MÉDIA
Leticia Bianca,TRQX5862,Etica em Design,8.00,APROVADO POR MÉDIA
Leticia Bianca,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Leticia Bianca,RVMF0745,Design Biomimetico,8.30,APROVADO POR MÉDIA
Leticia Bianca,TWIP0018,Teoria da Cor,9.75,APROVADO POR MÉDIA
Leticia Bianca,RMDE3651,Teoria do Design,7.30,APROVADO POR MÉDIA
Leticia Bianca,DQUN5124,Comunicacao Visual,8.10,APROVADO POR MÉDIA
Leticia Bianca,LSHL3127,Design de Redes Sociais,9.75,APROVADO POR MÉDIA
Leticia Bianca,TOZF3011,SemiÃ³tica,8.25,APROVADO POR MÉDIA
Leticia Bianca,VMGY1151,Design de Interacao Tangivel,9.50,APROVADO POR MÉDIA
Leticia Bianca,XYOT5349,Tecnicas de Iluminacao,9.50,APROVADO POR MÉDIA
Leticia Bianca,,FORMADO,,
Mateus Vinicius,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
Mateus Vinicius,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Mateus Vinicius,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
Mateus Vinicius,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
Mateus Vinicius,MKUB0718,Design de Mobiliario,,REPROVADO POR FALTA
Mateus Vinicius,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
Mateus Vinicius,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
Mauricio Diego,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
